period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
2,1576,93,42,0,0,0,1,1,1
2,1793,71,50,0,1,0,0,0,0
2,2289,72,54,0,1,0,0,1,0
2,2815,70,68,0,1,0,0,0,0
2,2894,89,36,0,1,0,0,1,1
1,355,79,38,0,0,1,0,0,0
1,461,87,26,0,1,0,0,1,0
1,900,75,35,0,0,1,0,0,0
1,1224,92,51,0,1,0,0,1,0
1,1436,85,35,0,1,0,0,1,0
1,1771,70,50,0,1,0,0,0,0
1,1820,80,65,0,0,1,0,0,0
1,1854,78,68,0,1,0,0,0,0
1,2096,70,58,0,0,1,0,0,0
1,2307,83,71,0,1,0,0,1,0
1,2460,79,51,0,0,1,0,0,0
1,2580,74,31,0,1,0,0,0,0
1,2638,90,29,0,1,0,0,1,1
1,2761,84,22,0,1,0,0,0,0
2,380,82,38,0,0,1,0,0,0
2,413,84,75,0,0,1,0,1,0
2,458,78,75,0,1,0,0,0,0
2,641,90,35,0,1,0,0,1,0
2,1583,89,47,0,0,1,0,1,0
2,2277,82,29,1,1,0,0,1,0
2,2311,91,47,0,1,0,0,1,1
2,2552,90,51,0,1,0,0,1,1
2,2994,82,62,0,1,0,0,1,0
1,626,72,33,0,1,0,0,0,0
1,1092,83,37,0,0,1,0,1,0
1,1344,91,35,0,0,1,0,1,0
1,1408,94,36,0,0,1,0,0,0
1,1412,90,23,0,1,0,0,1,0
1,1622,88,43,0,1,0,0,1,1
1,2048,79,59,0,0,1,0,1,1
1,2323,88,59,0,1,0,0,0,0
1,2715,92,40,0,0,0,1,1,0
2,281,76,38,0,0,1,0,0,0
2,600,95,43,0,0,1,0,1,0
2,1377,73,46,0,1,0,0,0,0
2,1523,81,67,0,0,1,0,1,0
2,1701,80,48,0,0,1,0,0,0
2,1891,92,52,0,1,0,0,1,1
2,2531,88,41,0,0,1,0,1,0
2,2536,87,42,0,1,0,0,0,0
2,2627,59,27,0,0,1,0,1,0
2,2862,91,53,0,0,0,1,1,0
1,194,90,61,0,1,0,0,0,0
1,311,79,46,0,1,0,0,0,0
1,488,87,35,0,1,0,0,0,0
1,517,75,41,0,1,0,0,1,0
1,669,70,53,0,0,1,0,1,0
1,1005,74,58,0,1,0,0,1,0
1,1311,92,85,1,0,1,0,1,0
1,1848,78,61,0,0,1,0,0,0
1,1968,94,46,0,0,0,1,1,0
1,2207,88,60,0,1,0,0,0,0
1,2209,83,45,0,1,0,0,0,0
1,2255,89,24,0,0,1,0,0,0
1,2290,72,66,0,1,0,0,1,0
1,2461,87,46,0,1,0,0,1,0
1,2480,80,48,0,1,0,0,1,0
1,2601,79,58,0,1,0,0,1,0
2,23,72,25,0,1,0,0,0,0
2,421,87,41,0,0,0,1,1,0
2,541,88,32,0,1,0,0,0,0
2,961,75,54,0,1,0,0,1,0
2,1385,87,55,0,0,1,0,0,0
2,1404,73,56,0,0,1,0,0,0
2,1430,92,58,0,1,0,0,1,0
2,1590,77,59,0,1,0,0,0,0
2,1760,86,58,0,1,0,0,0,0
2,1796,76,29,0,1,0,0,0,0
2,1929,89,65,0,1,0,0,0,0
2,1955,89,40,0,0,0,1,1,0
2,2038,88,31,0,1,0,0,0,0
2,2265,76,58,0,1,0,0,1,0
2,2487,90,35,0,0,1,0,1,0
2,2714,76,63,0,0,1,0,0,0
2,2836,92,46,0,0,1,0,1,1
1,293,80,27,0,1,0,0,1,0
1,338,95,33,0,0,1,0,1,0
1,648,76,23,1,1,0,0,1,0
1,1083,92,67,0,1,0,0,0,0
1,1168,87,34,0,1,0,0,1,0
1,1651,74,47,0,1,0,0,0,0
1,1927,90,28,0,1,0,0,1,0
1,2638,87,67,0,1,0,0,1,0
1,2669,95,60,0,0,0,1,1,0
2,144,74,49,1,1,0,0,0,0
2,204,78,70,0,1,0,0,0,0
2,849,92,45,0,0,1,0,1,0
2,1254,98,61,0,0,0,1,1,1
2,1401,80,73,0,1,0,0,0,0
2,1502,77,40,0,1,0,0,0,0
2,1862,89,36,0,1,0,0,1,0
2,2188,75,40,1,1,0,0,0,0
2,2269,92,37,0,0,1,0,1,1
2,2431,77,48,0,1,0,0,0,0
2,2549,94,52,0,0,1,0,1,1
2,2807,83,53,0,1,0,0,1,0
2,2855,97,40,0,0,0,1,1,0
1,472,75,73,0,1,0,0,1,0
1,525,86,62,0,1,0,0,0,0
1,715,83,60,0,1,0,0,1,0
1,1085,75,52,0,0,1,0,0,0
1,1311,66,48,0,1,0,0,1,0
1,1344,73,75,0,1,0,0,0,0
1,1413,92,44,0,0,0,1,1,0
1,1418,96,62,0,1,0,0,1,0
1,1863,75,69,1,0,1,0,1,0
1,1940,89,44,0,0,0,1,1,0
1,1973,83,51,0,1,0,0,1,1
1,2525,87,60,0,0,1,0,0,0
1,2770,81,70,0,0,0,1,1,0
2,400,91,35,0,0,1,0,1,0
2,635,94,32,0,0,1,0,1,0
