period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,1283,88,61,0,0,0,1,1,0
1,1369,93,63,0,0,0,1,0,0
1,1628,83,49,0,1,0,0,1,0
1,1702,89,45,0,0,0,1,1,0
1,1762,72,72,0,1,0,0,1,0
1,2154,70,36,1,1,0,0,0,0
1,2288,88,41,0,1,0,0,1,0
1,2455,71,58,0,1,0,0,1,1
1,2732,96,66,0,0,0,1,1,0
2,157,90,61,0,1,0,0,0,0
2,280,91,46,0,0,0,1,1,0
2,399,76,45,1,1,0,0,0,0
2,540,90,64,0,0,1,0,1,0
2,754,73,62,0,0,1,0,0,0
2,928,90,65,0,0,1,0,1,0
2,1333,89,32,0,0,0,1,1,0
2,1530,72,64,0,1,0,0,1,0
2,1614,93,53,0,0,0,1,1,0
2,1995,90,44,0,0,0,1,1,0
2,2031,91,44,0,0,0,1,1,0
2,2147,81,76,1,0,1,0,0,0
2,2223,98,66,0,1,0,0,1,0
2,2689,73,70,0,0,1,0,0,0
1,293,83,22,1,1,0,0,0,0
1,842,92,58,0,0,0,1,1,0
1,915,93,49,0,1,0,0,1,0
1,1689,90,28,0,0,1,0,1,0
1,2066,80,57,0,1,0,0,1,0
1,2185,74,30,0,1,0,0,1,0
1,2294,64,62,0,1,0,0,1,0
1,2360,88,28,0,0,1,0,1,0
1,2609,63,38,0,1,0,0,1,0
1,2682,84,66,0,1,0,0,1,0
2,81,89,36,0,1,0,0,1,0
2,401,94,50,0,1,0,0,1,0
2,702,91,48,0,0,1,0,1,0
2,893,80,33,0,1,0,0,1,0
2,1546,81,71,0,0,1,0,0,0
2,1629,83,54,0,0,1,0,1,0
2,2005,94,50,0,0,0,1,1,0
2,2484,96,53,0,0,0,1,1,1
2,2805,91,35,0,1,0,0,1,0
2,2809,82,36,0,1,0,0,1,0
1,392,73,44,0,0,1,0,1,0
1,437,73,54,0,1,0,0,1,0
1,1169,94,61,0,0,0,1,1,0
1,1175,89,45,0,0,0,1,1,0
1,1253,87,59,0,1,0,0,1,0
1,1668,78,26,0,0,1,0,1,0
1,1797,77,57,0,1,0,0,0,0
1,2167,90,60,0,0,1,0,1,0
1,2213,86,24,0,0,1,0,1,1
1,2466,88,44,0,0,1,0,1,0
1,2620,74,31,1,1,0,0,0,0
1,2622,70,29,0,1,0,0,0,0
2,34,79,56,0,1,0,0,1,0
2,377,83,69,0,1,0,0,0,0
2,414,91,45,0,0,1,0,1,0
2,816,84,55,0,1,0,0,1,1
2,1251,88,60,0,1,0,0,1,0
2,1614,73,28,1,1,0,0,0,0
2,1802,88,53,0,0,0,1,1,1
2,2092,90,56,0,1,0,0,0,0
2,2390,93,36,0,0,0,1,1,0
2,2766,78,31,0,1,0,0,0,0
2,3086,82,53,0,1,0,0,1,0
1,358,78,28,0,1,0,0,1,0
1,664,94,53,0,0,0,1,1,0
1,873,80,61,0,1,0,0,0,0
1,1395,78,38,0,0,1,0,0,0
1,1564,71,45,1,1,0,0,0,0
1,1691,77,34,0,1,0,0,1,0
1,1875,88,53,0,1,0,0,1,0
1,2031,91,48,0,0,0,1,1,1
1,2184,92,51,0,1,0,0,1,1
1,2265,74,64,0,1,0,0,1,0
1,2342,88,44,0,0,1,0,1,0
1,2622,73,64,0,1,0,0,1,0
1,2724,94,51,0,0,0,1,1,0
2,165,94,51,0,1,0,0,1,1
2,255,95,44,0,0,0,1,1,0
2,384,89,61,0,0,1,0,1,0
2,737,87,35,0,1,0,0,0,0
2,893,92,62,0,1,0,0,1,0
2,918,88,61,0,0,1,0,1,0
2,1147,69,29,1,1,0,0,0,0
2,1378,75,64,0,0,1,0,1,0
2,1407,99,38,0,1,0,0,1,0
2,1913,84,28,0,1,0,0,1,0
2,2523,90,33,0,1,0,0,0,0
2,2525,98,26,0,0,1,0,1,0
2,2609,75,36,0,0,1,0,1,0
1,205,70,66,0,1,0,0,0,0
1,351,88,69,0,1,0,0,1,0
1,394,98,48,0,0,1,0,1,1
1,504,88,38,0,1,0,0,1,0
1,714,71,57,0,1,0,0,1,0
1,741,86,43,0,1,0,0,1,0
1,786,84,72,0,1,0,0,1,0
1,927,82,64,0,0,1,0,0,0
1,1022,71,76,0,1,0,0,0,0
1,1343,79,21,0,0,1,0,1,0
1,1519,74,58,1,0,1,0,0,0
1,1628,85,56,0,1,0,0,1,0
1,1961,80,38,0,0,1,0,1,0
1,2195,78,32,0,0,1,0,0,0
1,2314,89,35,0,0,0,1,1,0
1,2515,88,71,0,0,0,1,1,0
1,2671,94,45,0,1,0,0,1,1
2,145,87,66,0,1,0,0,1,0
2,495,93,46,0,1,0,0,1,0
2,695,86,40,0,1,0,0,1,0
2,698,87,59,0,1,0,0,1,0
2,1240,86,33,0,1,0,0,1,0
2,1304,92,43,0,0,0,1,1,0
2,1754,74,41,1,1,0,0,0,0
2,2006,89,50,0,0,0,1,1,0
2,2502,82,48,0,1,0,0,0,0
2,2514,91,32,0,0,1,0,1,1
1,248,92,67,0,0,1,0,1,0
1,558,92,53,0,1,0,0,1,1
1,942,77,66,0,0,1,0,1,0
1,958,94,43,0,0,0,1,1,0
1,1040,76,27,0,1,0,0,0,0
1,1322,74,33,1,1,0,0,0,0
1,1394,96,61,0,1,0,0,1,0
1,1430,91,34,0,1,0,0,1,0
1,1558,75,43,0,1,0,0,1,0
1,1828,89,42,0,0,0,1,1,0
1,2220,73,61,0,0,1,0,1,0
1,2718,89,33,0,1,0,0,1,0
2,772,87,40,0,0,1,0,1,0
2,812,84,64,0,1,0,0,1,0
2,924,75,71,0,1,0,0,1,0
2,1006,89,43,0,0,0,1,1,0
2,1154,92,61,0,1,0,0,1,1
2,1799,92,46,0,0,0,1,1,0
2,1957,92,59,0,0,0,1,1,0
2,2123,75,45,0,0,1,0,1,0
2,2249,91,58,0,1,0,0,1,0
2,2774,81,48,0,1,0,0,0,0
1,538,83,45,0,1,0,0,1,0
1,1257,70,65,1,1,0,0,0,0
1,1725,77,42,0,1,0,0,1,0
1,1913,73,49,0,1,0,0,1,0
1,2283,91,63,0,0,1,0,1,0
2,57,72,56,0,1,0,0,1,0
2,121,90,33,0,1,0,0,1,1
2,246,90,39,0,1,0,0,1,0
2,413,70,50,0,0,1,0,0,0
2,847,91,56,0,0,1,0,1,0
2,1496,89,32,0,0,0,1,1,0
2,1634,94,72,0,1,0,0,1,0
2,1729,89,48,0,0,0,1,1,0
1,211,79,60,0,1,0,0,0,0
1,589,72,53,0,1,0,0,1,0
1,624,89,50,0,0,0,1,1,0
1,1288,73,45,0,1,0,0,1,0
1,1395,77,65,0,1,0,0,0,0
1,1712,78,31,0,1,0,0,1,0
1,1865,92,43,0,1,0,0,1,1
1,2069,80,72,0,0,1,0,1,0
1,2123,91,47,0,0,0,1,1,0
1,2294,77,41,0,1,0,0,1,0
1,2354,73,63,0,0,1,0,0,0
1,2442,89,37,0,0,1,0,0,0
1,2551,90,47,0,1,0,0,1,0
1,2687,89,50,0,1,0,0,0,0
2,474,83,34,0,0,1,0,1,0
2,524,82,44,0,1,0,0,0,0
2,530,92,48,0,0,0,1,1,0
2,564,72,52,0,1,0,0,0,0
2,647,83,76,0,0,1,0,1,0
2,1401,80,47,0,1,0,0,0,0
2,1450,68,43,0,1,0,0,1,0
2,1694,80,51,0,1,0,0,0,0
2,1836,69,35,0,0,1,0,0,0
2,2044,73,40,0,1,0,0,0,0
2,2079,69,34,0,1,0,0,0,0
2,2125,81,26,0,1,0,0,0,0
2,2199,91,44,0,0,0,1,1,0
2,2338,77,39,0,1,0,0,1,0
2,2819,90,46,0,1,0,0,1,1
1,580,88,33,0,1,0,0,1,0
1,1139,71,65,0,1,0,0,0,0
1,2390,70,55,0,1,0,0,0,0
2,195,86,65,0,1,0,0,1,0
2,1834,78,71,0,1,0,0,0,0
2,2095,75,44,0,0,1,0,0,0
2,2206,90,65,0,0,0,1,1,0
2,2571,85,48,0,1,0,0,1,1
2,2644,68,39,0,1,0,0,0,0
2,2691,92,65,0,1,0,0,1,0
1,736,94,46,0,0,0,1,1,0
1,1220,88,37,0,1,0,0,1,0
1,1683,74,43,0,1,0,0,1,0
1,1762,85,67,0,1,0,0,1,0
1,1917,89,42,0,0,0,1,0,0
1,2150,90,55,0,0,0,1,1,0
1,2291,73,65,0,1,0,0,0,0
1,2482,91,61,0,0,0,1,1,0
1,2557,91,37,0,0,1,0,1,0
2,124,83,50,0,0,1,0,1,1
2,382,77,43,0,1,0,0,0,0
2,598,73,32,0,1,0,0,1,0
2,810,86,27,0,0,1,0,1,0
2,931,91,48,0,0,0,1,1,1
2,1031,71,32,0,0,1,0,0,0
2,1176,76,50,0,1,0,0,0,0
2,1366,76,48,0,0,1,0,0,0
2,1481,88,38,0,0,1,0,1,1
2,1819,79,56,0,1,0,0,1,0
2,2024,87,43,0,0,0,1,0,0
2,2064,83,47,0,1,0,0,0,0
2,2183,81,63,0,0,1,0,0,0
2,2273,73,59,0,0,1,0,1,0
2,2368,73,41,1,0,1,0,0,0
2,2657,89,37,0,0,1,0,0,0
2,2714,72,32,0,1,0,0,0,0
2,2849,88,50,0,0,0,1,1,0
1,538,79,60,0,0,1,0,1,0
1,1240,88,51,0,0,0,1,1,0
1,1862,97,41,0,0,0,1,1,0
