period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
2,2780,93,45,0,0,0,1,1,0
2,2925,88,58,0,0,0,1,1,0
1,530,80,25,0,1,0,0,1,0
1,564,91,52,0,0,0,1,1,0
1,859,92,33,0,0,0,1,1,0
1,1001,88,45,0,1,0,0,1,0
1,1255,78,31,0,1,0,0,1,0
1,1948,78,58,0,0,1,0,0,0
1,2004,71,69,0,1,0,0,1,0
1,2220,92,64,0,1,0,0,1,0
1,2480,77,50,0,0,1,0,1,0
1,2665,94,60,0,1,0,0,1,0
2,172,83,58,0,1,0,0,1,0
2,699,68,45,0,1,0,0,1,0
2,930,92,34,0,0,0,1,0,0
2,1520,65,35,0,1,0,0,0,0
2,1876,90,58,0,0,1,0,1,0
2,2278,93,54,0,0,1,0,1,1
2,2382,96,42,0,0,1,0,1,0
2,2464,84,61,0,1,0,0,1,0
2,2636,97,32,0,0,1,0,1,0
2,2769,82,46,0,1,0,0,0,0
2,2777,89,39,0,1,0,0,1,0
1,398,79,65,1,0,1,0,1,0
1,545,89,42,0,0,0,1,1,1
1,702,76,25,1,1,0,0,0,0
1,1004,82,56,0,1,0,0,0,0
1,1578,92,44,0,0,0,1,1,0
1,1747,89,36,0,1,0,0,1,0
1,1852,96,53,0,0,0,1,1,1
1,2275,93,34,0,0,0,1,1,0
1,2495,79,61,0,1,0,0,1,0
1,2655,74,74,0,1,0,0,1,0
2,874,95,39,0,1,0,0,1,0
2,1446,91,50,0,0,0,1,1,0
2,1877,90,46,0,0,0,1,1,1
2,2024,73,58,0,0,1,0,1,0
2,2288,58,20,0,0,1,0,0,0
2,2457,72,74,0,0,1,0,0,0
2,2657,87,34,0,1,0,0,1,0
2,2778,95,73,0,1,0,0,1,0
1,283,84,69,0,1,0,0,1,0
1,637,82,34,0,1,0,0,1,0
1,872,79,49,0,1,0,0,1,0
1,902,87,33,0,1,0,0,1,0
1,1583,75,72,0,0,1,0,0,0
1,1953,76,39,0,0,1,0,0,0
1,2277,94,54,0,0,0,1,1,1
1,2402,75,35,0,1,0,0,1,0
2,289,68,55,1,1,0,0,1,0
2,508,87,53,0,0,0,1,1,0
2,713,77,45,0,0,1,0,0,0
2,820,90,70,0,1,0,0,1,0
2,1269,82,55,0,0,1,0,1,0
2,1414,86,53,0,1,0,0,1,0
2,1476,94,52,0,0,1,0,1,0
2,1615,94,59,0,0,0,1,1,0
2,1652,90,23,0,0,1,0,1,0
2,1866,66,40,0,1,0,0,1,0
2,1899,88,41,0,1,0,0,1,0
2,2297,92,57,0,0,1,0,1,0
2,2856,76,27,0,1,0,0,0,0
1,481,91,41,0,0,0,1,1,0
1,644,92,48,0,0,0,1,1,1
1,1172,91,47,0,0,1,0,1,0
1,1735,85,70,0,1,0,0,1,0
1,1867,93,45,0,1,0,0,1,1
1,1999,72,52,0,1,0,0,0,0
1,2112,84,54,0,1,0,0,1,0
1,2348,76,58,0,0,1,0,1,0
1,2433,91,59,0,0,0,1,1,0
1,2527,87,80,0,0,1,0,1,0
1,2595,94,37,0,0,1,0,1,0
1,2832,71,22,1,1,0,0,0,0
2,180,89,41,0,1,0,0,0,0
2,805,88,47,0,1,0,0,1,0
2,924,78,60,0,0,1,0,1,1
2,1097,90,68,0,1,0,0,1,0
2,1346,82,39,0,0,1,0,0,0
2,1352,72,54,0,1,0,0,0,0
2,1873,88,65,0,1,0,0,1,1
2,2100,86,28,0,1,0,0,1,0
2,2694,92,63,0,0,0,1,1,0
2,2829,76,56,0,1,0,0,0,0
1,142,91,50,0,1,0,0,1,1
1,234,76,60,0,1,0,0,1,1
1,467,75,67,0,1,0,0,0,0
1,938,81,74,0,0,1,0,0,0
1,1596,90,29,0,1,0,0,1,1
1,1960,78,28,1,0,1,0,0,0
1,2435,91,64,0,0,0,1,0,0
1,2750,90,27,0,0,1,0,0,0
1,2790,93,59,0,0,0,1,1,0
2,283,95,50,0,1,0,0,1,1
2,469,89,63,0,0,1,0,1,0
2,658,94,42,0,0,1,0,1,0
2,746,74,78,1,0,1,0,1,0
2,756,77,79,0,1,0,0,1,0
2,830,87,36,0,1,0,0,1,0
2,1014,90,55,0,0,0,1,1,0
2,1302,73,35,0,1,0,0,0,0
2,1503,96,33,0,0,1,0,1,0
2,1646,92,52,0,0,0,1,1,0
2,2225,97,52,0,1,0,0,1,1
2,2426,87,65,0,0,1,0,1,1
2,2582,53,52,0,1,0,0,1,0
2,2633,86,38,0,0,1,0,1,0
1,281,82,65,0,1,0,0,1,0
1,1120,83,44,0,0,1,0,1,0
1,1871,76,50,0,1,0,0,0,0
1,1904,89,49,0,0,1,0,1,0
1,1991,68,34,0,0,1,0,0,0
